Shape,1k Real 1,1k Real 2,1k Real 3,1k Img 1,1k Img 2,1k Img 3,2k Real 1,2k Real 2,2k Real 3,2k Img 1,2k Img 2,2k Img 3
Aluminium Cone,0.134619853,0.135183566,0.083218503,0.289216031,0.289508102,0.101360377,-0.245047481,-0.248941266,0.263719853,0.048152146,0.046732826,0.314897942
Aluminium Cone,0.130242924,0.130217955,0.127240113,0.306235095,0.306063888,0.177535534,-0.403804764,-0.405103172,0.134489384,-0.055126012,-0.054616156,0.299850662
Aluminium Cone,0.118377238,0.118485348,0.14905129,0.305460921,0.30527591,0.23171426,-0.504072456,-0.505009771,-0.037015159,-0.12251026,-0.128681788,0.233925325
Aluminium Cone,0.104490389,0.104134198,0.156362389,0.29308793,0.292327092,0.265482608,-0.540292369,-0.541223602,-0.21997616,-0.172651327,-0.177738658,0.138740688
Aluminium Cone,0.088610841,0.088237324,0.151100642,0.269942751,0.26975253,0.279489104,-0.521953214,-0.515138863,-0.364157983,-0.173480573,-0.172044345,0.046658863
Aluminium Cone,0.074627546,0.073955481,0.14078827,0.24258414,0.241974844,0.27884619,-0.449687132,-0.443586219,-0.455460579,-0.146661417,-0.146101717,-0.034693948
Aluminium Cone,0.061450025,0.061418799,0.126639374,0.211845416,0.210734403,0.265533686,-0.358132297,-0.3515849,-0.48080833,-0.079132479,-0.076452386,-0.076664544
Aluminium Cone,0.050376565,0.050062265,0.11185901,0.18034859,0.179507258,0.244080037,-0.264934486,-0.263619832,-0.442681836,0.016606166,0.016608412,-0.06527248
Aluminium Cone,0.041529972,0.041394837,0.098589257,0.149969122,0.149227607,0.217792356,-0.19334895,-0.189554761,-0.368468535,0.107962218,0.111514306,-0.00915775
Aluminium Cone,0.033453571,0.033102326,0.085556224,0.121961141,0.121298495,0.189873263,-0.140268753,-0.137213525,-0.27374993,0.179453104,0.187632916,0.080560647
Aluminium Cone,0.025427252,0.025495077,0.073240717,0.097206958,0.096406906,0.162828553,-0.110905907,-0.106820623,-0.203398531,0.214051548,0.220614748,0.17497434
Aluminium Cone,0.019676525,0.019308133,0.063305526,0.075563505,0.075027493,0.136802268,-0.073191508,-0.073998311,-0.147491628,0.224497546,0.22808368,0.274532745
Aluminium Cone,0.012895102,0.012589607,0.052426306,0.057756622,0.057376613,0.113411805,-0.034751294,-0.03445039,-0.140111781,0.211410042,0.214957144,0.333284007
Aluminium Cone,0.006485278,0.006383158,0.043029512,0.043917827,0.043613011,0.092242967,0.029659462,0.028662327,-0.113563463,0.20847686,0.209287731,0.366579077
Aluminium Cone,-0.000796738,-0.001209599,0.034431919,0.035035684,0.034900609,0.074299513,0.086227724,0.086569891,-0.098339166,0.217480484,0.222560381,0.351144082
Aluminium Cone,-0.011405976,-0.011892488,0.025065159,0.030878444,0.030849352,0.060111333,0.121418618,0.120981833,-0.073063327,0.251512349,0.256843301,0.317307694
Aluminium Cone,-0.026231251,-0.026714011,0.014962949,0.031302793,0.031433719,0.049411094,0.120404107,0.117991684,-0.031210466,0.286779428,0.2913992,0.272632397
Aluminium Cone,-0.044769378,-0.050416106,0.002806779,0.03486515,0.036995491,0.042820211,0.092793522,0.077463394,0.013261863,0.312258594,0.308714112,0.259595696
Aluminium Cone,-0.042652738,-0.0528307,0.002731839,0.034052985,0.038102982,0.042769293,0.100919007,0.072721511,0.014660957,0.312261928,0.301456297,0.257087062
Aluminium Cone,-0.040286266,-0.055402694,0.002211842,0.033083215,0.038805071,0.042299867,0.10370822,0.064025083,0.015519066,0.312058935,0.298223801,0.251723466
Aluminium Cone,-0.038104995,-0.057733975,0.001431683,0.031899533,0.039554888,0.041574095,0.103929444,0.057272658,0.016232339,0.316601558,0.294640442,0.250731337
Aluminium Cone,-0.036183946,-0.060309714,0.001085837,0.031329677,0.040601227,0.041398316,0.112287775,0.053111327,0.022916814,0.316927707,0.290395195,0.253151363
Aluminium Cone,-0.033780294,-0.062493222,0.000916536,0.030810889,0.041819092,0.040797485,0.123378317,0.051125582,0.035204587,0.311673068,0.283235694,0.255326193
Aluminium Cone,-0.031791406,-0.064807202,0.000167051,0.030193108,0.042613297,0.040109342,0.124836986,0.04301557,0.037515645,0.307925304,0.278740846,0.253793909
Aluminium Cone,-0.030372419,-0.067544726,-0.000857566,0.029573493,0.04343211,0.039691955,0.127136596,0.040769061,0.038976906,0.307840204,0.2684682,0.248292934
Aluminium Cone,-0.028489951,-0.069722996,-0.001460004,0.02916774,0.044270376,0.03899134,0.13030904,0.036456235,0.047724713,0.304468931,0.266077659,0.249584324
Aluminium Cone,-0.026903518,-0.071862059,-0.00252911,0.028890848,0.044919685,0.038133626,0.134402084,0.030938811,0.052763536,0.298877507,0.256357572,0.246887181
Aluminium Cone,-0.025020918,-0.07378039,-0.003315106,0.028707048,0.045812914,0.037406799,0.137182659,0.027615059,0.062811099,0.294653292,0.251624462,0.247884472
Aluminium Cone,-0.023854881,-0.075901095,-0.004613205,0.028601293,0.04628049,0.036606552,0.137277112,0.026984509,0.068050461,0.290054568,0.244834915,0.246201671
Aluminium Cone,-0.022274225,-0.077419415,-0.005565644,0.028400659,0.046853631,0.035821437,0.134775047,0.022421731,0.072854453,0.28836847,0.241580959,0.247794283
Aluminium Cone,-0.020652238,-0.078881459,-0.006236156,0.028697633,0.047764831,0.035107006,0.140605575,0.022278048,0.084150656,0.280258069,0.231502749,0.246267824
Aluminium Cone,-0.019533913,-0.080038223,-0.007802302,0.028430785,0.047746408,0.033883299,0.132487268,0.020397311,0.087658912,0.279211488,0.230758385,0.247745353
Aluminium Cone,-0.017808543,-0.081156401,-0.008456981,0.029042382,0.048620039,0.033442037,0.139807447,0.01737439,0.100772336,0.270787728,0.221496619,0.248622094
Aluminium Cone,-0.016968836,-0.08191793,-0.010016407,0.029047612,0.048368185,0.032391591,0.12938801,0.017440881,0.100118482,0.271528168,0.224524663,0.250317095
Aluminium Cone,-0.015424789,-0.082102571,-0.011005331,0.029379628,0.04875968,0.031414331,0.127858882,0.011726912,0.109533604,0.268158825,0.224137523,0.255867938
Aluminium Cone,-0.014153868,-0.082877219,-0.012068531,0.030182411,0.048956826,0.031118916,0.126487845,0.016691102,0.116036076,0.260634584,0.217717377,0.253219458
Aluminium Cone,-0.01328359,-0.083116397,-0.013611212,0.030634512,0.048591321,0.030261506,0.116038283,0.016949671,0.116053174,0.258478657,0.219092924,0.258116963
Aluminium Cone,-0.012060677,-0.082844871,-0.014718332,0.031336439,0.048616353,0.029683957,0.111919935,0.018459303,0.121489655,0.256148351,0.22100136,0.262471778
Aluminium Cone,-0.010779825,-0.08231923,-0.015958822,0.031945437,0.048601907,0.029327312,0.108124477,0.015925771,0.128686944,0.254474334,0.22239355,0.267196969
Aluminium Cone,-0.009097893,-0.08134194,-0.017048226,0.032704449,0.048671607,0.028878477,0.105436016,0.017018854,0.135935977,0.250085291,0.223911504,0.270026684
Aluminium Cone,-0.00831031,-0.080485481,-0.018481469,0.03335787,0.048129611,0.028504759,0.093200116,0.017254368,0.132624149,0.250052814,0.228659114,0.276270529
Aluminium Cone,-0.007356839,-0.079357117,-0.019839613,0.034115809,0.047638168,0.02811847,0.084991697,0.018143054,0.130757623,0.248116846,0.231692748,0.280382246
Aluminium Cone,-0.006074768,-0.078018883,-0.021197436,0.034981543,0.047295142,0.028218837,0.0813492,0.021269854,0.137309604,0.249700816,0.238545516,0.285015989
Aluminium Cone,-0.005056793,-0.076586318,-0.022644341,0.03591732,0.046839379,0.028374231,0.072926344,0.022305574,0.137738192,0.249364287,0.241241684,0.28761906
Aluminium Cone,-0.003790992,-0.074680601,-0.023935841,0.036690241,0.046354014,0.02834573,0.068196179,0.025459934,0.138710601,0.249194496,0.246872879,0.295604262
Aluminium Cone,-0.003103439,-0.072975692,-0.025676213,0.037478763,0.045538473,0.028391981,0.057924649,0.0295006,0.134356121,0.248944749,0.252450973,0.298377762
Aluminium Cone,-0.002374915,-0.071101534,-0.027461259,0.038381774,0.044643904,0.028744575,0.052078075,0.03362512,0.132469968,0.2504659,0.261384656,0.303279976
Aluminium Cone,-0.001096361,-0.068795877,-0.028879644,0.039140729,0.044092319,0.029372515,0.048032404,0.036713866,0.130932804,0.25095299,0.267132777,0.3032865
Aluminium Cone,-0.000232839,-0.066535658,-0.030592181,0.039849868,0.04338192,0.029762489,0.040512346,0.041848634,0.128661089,0.252969078,0.27122212,0.30900525
Aluminium Cone,1.67336E-06,-0.064376058,-0.032802406,0.040457048,0.042147965,0.030066613,0.029535705,0.044125807,0.117181941,0.251386331,0.278061141,0.31232867
Aluminium Cone,0.000827906,-0.061910961,-0.034632121,0.041059464,0.041388836,0.030802713,0.030545834,0.050523623,0.118876503,0.257100187,0.286978623,0.313109618
Aluminium Cone,0.001505115,-0.059458139,-0.036621222,0.041527289,0.040591792,0.031458584,0.021716383,0.057410255,0.110769216,0.254037487,0.288331673,0.316274104
Aluminium Cone,0.001391923,-0.057167603,-0.039031207,0.041918534,0.039242446,0.032068914,0.016861944,0.05936672,0.104151795,0.254692705,0.297869882,0.318543832
Aluminium Cone,0.002198723,-0.054308358,-0.040940256,0.042124954,0.038444503,0.0330651,0.018839896,0.06627396,0.101168109,0.260091725,0.303240526,0.317363112
Aluminium Cone,0.002533223,-0.052155002,-0.043316266,0.042660598,0.037649279,0.034020765,0.015139107,0.075610383,0.096072724,0.257140616,0.303464076,0.315279406
Aluminium Cone,0.002618506,-0.049692775,-0.045664283,0.042742022,0.036553702,0.034945832,0.013981218,0.080438193,0.091437721,0.257872397,0.307722609,0.314236191
Aluminium Cone,0.002858999,-0.047003115,-0.047885338,0.042653034,0.035811271,0.035917341,0.014392184,0.087964176,0.084771616,0.258330516,0.308861931,0.310810714
Aluminium Cone,0.002686675,-0.044793225,-0.050265427,0.042620775,0.034675834,0.036940171,0.017259223,0.091956991,0.078258962,0.257500817,0.313204128,0.308359228
Aluminium Cone,0.002408511,-0.04239155,-0.052609151,0.042222043,0.033678873,0.037784514,0.015081592,0.096573219,0.069347097,0.259628416,0.316782638,0.305162346
Aluminium Cone,0.002406949,-0.040372631,-0.055396764,0.042380761,0.033120933,0.038952054,0.021186344,0.108789567,0.069794898,0.256383193,0.312258275,0.298774987
Aluminium Cone,0.001868681,-0.038111559,-0.057747807,0.041891235,0.032386189,0.039872263,0.021643539,0.113200026,0.060364251,0.255050593,0.311226555,0.293437057
Aluminium Cone,0.001061461,-0.036129195,-0.060265973,0.041283198,0.031326862,0.040583027,0.022610286,0.113620011,0.052889239,0.253413501,0.314645002,0.290183643
Aluminium Cone,0.000644085,-0.033923925,-0.062472827,0.040643866,0.030534512,0.04160452,0.034091329,0.119596739,0.04884801,0.256571457,0.313809668,0.286158025
Aluminium Cone,0.000212866,-0.031945444,-0.065014033,0.040296477,0.030185617,0.042708505,0.036728298,0.127775715,0.045542753,0.253618623,0.309475661,0.275458296
Aluminium Cone,-0.000842358,-0.03009411,-0.067173962,0.039375926,0.029575917,0.043314189,0.043049432,0.128121389,0.03859003,0.253906119,0.30858804,0.273671279
Aluminium Cone,-0.001362421,-0.028343123,-0.069496826,0.038923959,0.029327646,0.044421134,0.049570454,0.132790296,0.036032798,0.249047677,0.301701587,0.265136326
Aluminium Cone,-0.002760154,-0.026998767,-0.071872629,0.03809863,0.028852861,0.044790045,0.04965457,0.131147187,0.028702488,0.247323373,0.300752121,0.257751192
Aluminium Cone,-0.003511136,-0.025253331,-0.073656542,0.037167682,0.028526531,0.045594003,0.05475983,0.132275857,0.026560313,0.245530541,0.297144536,0.250651129
Aluminium Cone,-0.00460757,-0.023842169,-0.075594965,0.036370536,0.028400715,0.046144491,0.064526826,0.133940876,0.025847978,0.245440118,0.293339534,0.246887449
Aluminium Cone,-0.005366286,-0.022083999,-0.07704034,0.035574232,0.028357884,0.046998359,0.077344874,0.138060859,0.022147707,0.24807519,0.286750092,0.240497452
Aluminium Cone,-0.006609345,-0.020868022,-0.0788142,0.034826036,0.028377948,0.047316628,0.083539888,0.13754016,0.022544206,0.247559718,0.285036017,0.237401751
Aluminium Cone,-0.007804654,-0.019349002,-0.079897511,0.033860336,0.028495079,0.04769327,0.084827003,0.133516358,0.019618978,0.247660572,0.278743878,0.230058588
Aluminium Cone,-0.009027517,-0.018259257,-0.081355975,0.033245775,0.028812088,0.048015274,0.090794182,0.130861571,0.018061114,0.247289583,0.272747366,0.223337414
Aluminium Cone,-0.009920663,-0.01677904,-0.081956042,0.032389116,0.029246256,0.048506028,0.10019198,0.130412784,0.018084634,0.248545003,0.269166184,0.221149105
Aluminium Cone,-0.010844725,-0.015235261,-0.082311543,0.031680665,0.029722287,0.048995817,0.114080355,0.13142179,0.013478086,0.254646179,0.263822684,0.221326342
Aluminium Cone,-0.012061068,-0.01394061,-0.082798863,0.031132873,0.030183487,0.049180856,0.121627241,0.128080268,0.013382995,0.255509702,0.25928151,0.216795294
Aluminium Cone,-0.013345589,-0.0130061,-0.082805439,0.0303265,0.03059239,0.048871458,0.122822945,0.122044413,0.016290424,0.258820089,0.259706275,0.22102141
Aluminium Cone,-0.014429475,-0.011706138,-0.082838111,0.030081149,0.031539506,0.048982168,0.128008424,0.11814887,0.017041909,0.260862906,0.254155975,0.219391822
Aluminium Cone,-0.015829687,-0.010373275,-0.0822218,0.029447887,0.032023485,0.048917305,0.133152479,0.110215994,0.014431706,0.265422929,0.251646089,0.219459023
Aluminium Cone,-0.016976687,-0.009304988,-0.081382344,0.028918238,0.032642068,0.048598692,0.133783805,0.103311431,0.016366014,0.269933219,0.252923408,0.225927037
Aluminium Cone,-0.018408438,-0.008109391,-0.080488367,0.028535491,0.033479187,0.048386722,0.138546681,0.096794712,0.01598966,0.27549743,0.249685113,0.225403545
Aluminium Cone,-0.019795551,-0.007069953,-0.079591415,0.028373103,0.034426632,0.047889524,0.136676352,0.089776924,0.021632299,0.278609402,0.246521043,0.229485682
Aluminium Cone,-0.021247221,-0.00621399,-0.078139151,0.028143918,0.035050682,0.047190398,0.134508408,0.078688689,0.020742665,0.285597366,0.248944618,0.237427842
Aluminium Cone,-0.022342112,-0.00466381,-0.076373153,0.028343362,0.035961158,0.04704144,0.139685028,0.077776568,0.022852578,0.287774677,0.249594833,0.242425192
Aluminium Cone,-0.024260467,-0.004116106,-0.075304568,0.028462925,0.036957535,0.046154593,0.137120733,0.065286293,0.030408925,0.289888126,0.244165544,0.243713107
Aluminium Cone,-0.025660727,-0.002904973,-0.073220288,0.028700592,0.03782738,0.045764574,0.135739349,0.058224292,0.031036602,0.296649443,0.246029636,0.248380862
Aluminium Cone,-0.027334,-0.002111667,-0.071199005,0.028929175,0.038520856,0.044839481,0.133068881,0.052471418,0.035275857,0.302262481,0.249238018,0.260340709
Aluminium Cone,-0.028913266,-0.00104776,-0.068684023,0.029221642,0.039044066,0.044155668,0.133144683,0.047801879,0.036796601,0.306145467,0.254075597,0.266413041
Aluminium Cone,-0.030728145,-0.000129418,-0.06652208,0.02971874,0.039871888,0.043489314,0.129261461,0.041600268,0.044269756,0.307401517,0.251176148,0.269285957
Aluminium Cone,-0.032628721,0.000418858,-0.064293252,0.03031336,0.040550005,0.042496918,0.124767565,0.034571677,0.047804193,0.309965929,0.253114516,0.275281601
Aluminium Cone,-0.034896494,0.000749999,-0.062472741,0.030931768,0.041495711,0.041410185,0.118482348,0.025623869,0.053344269,0.312759832,0.251356365,0.281234373
Aluminium Cone,-0.036793388,0.00120958,-0.05964445,0.031495635,0.041676202,0.040325481,0.110716104,0.021788448,0.054795951,0.315716711,0.256239883,0.291818099
Aluminium Cone,-0.038834327,0.001800621,-0.05706414,0.032344767,0.041983284,0.039458891,0.108984367,0.021161745,0.062537687,0.313475743,0.257909376,0.296496809
Aluminium Cone,-0.040960905,0.002327609,-0.054495116,0.033138887,0.042311586,0.038605941,0.10052708,0.014527236,0.067391841,0.315794349,0.256777981,0.298323784
Aluminium Cone,-0.043261043,0.002436455,-0.052068804,0.033867727,0.042466145,0.037573487,0.096730769,0.017691019,0.07535121,0.316699613,0.257724345,0.30342079
Aluminium Cone,-0.045699372,0.002525074,-0.049699687,0.03487972,0.042781138,0.036544647,0.085763009,0.008601648,0.076904542,0.312874906,0.255049913,0.308652096
Aluminium Cone,-0.048009311,0.002184203,-0.047267461,0.035600779,0.042522117,0.035389387,0.077971457,0.006599798,0.081302431,0.312736318,0.254494351,0.312443089
Aluminium Cone,-0.050624831,0.002483632,-0.045130121,0.036824669,0.042928135,0.034791925,0.075979705,0.009153816,0.091541961,0.307097042,0.25452503,0.311173455
Aluminium Cone,-0.052780958,0.002435389,-0.042599335,0.037890429,0.042455524,0.033826036,0.074404595,0.018469208,0.102101361,0.303194097,0.258875603,0.312354648
Aluminium Cone,-0.055308757,0.001717853,-0.040280269,0.038485403,0.041953009,0.032724988,0.06271456,0.014052855,0.100108534,0.301116411,0.25549361,0.317945097
Aluminium Cone,-0.057845784,0.001461227,-0.038230863,0.039620258,0.041804258,0.031951908,0.057893946,0.020398503,0.106814934,0.296735106,0.256165004,0.317513611
Aluminium Cone,-0.060100595,0.001131918,-0.036012027,0.04058031,0.041150401,0.03132113,0.052514734,0.021036342,0.112083607,0.288397075,0.250879366,0.313032493
Aluminium Cone,-0.062631874,0.000790171,-0.033849969,0.041771526,0.040837713,0.030749053,0.049226257,0.030966109,0.121831761,0.283352297,0.25651036,0.310816006
Aluminium Cone,-0.065010691,-7.80275E-05,-0.032083763,0.042484325,0.040148433,0.029952864,0.045206737,0.035016152,0.123324193,0.277866588,0.250952477,0.31090934
Aluminium Cone,-0.067495629,-0.000851648,-0.030268826,0.043378499,0.039720546,0.029654926,0.037395739,0.040841618,0.127803594,0.272066644,0.253046374,0.307417029
Aluminium Cone,-0.069666285,-0.001472703,-0.028385474,0.044329285,0.038972552,0.029211756,0.034588199,0.048704097,0.132477705,0.264213912,0.251676357,0.304989573
Aluminium Cone,-0.071910929,-0.002840753,-0.027086802,0.044646728,0.038044074,0.028762006,0.030282525,0.049095193,0.13028116,0.259180636,0.246160256,0.302045624
Aluminium Cone,-0.074049829,-0.003435495,-0.025262974,0.045754035,0.037564422,0.028771972,0.029585065,0.061271723,0.136628378,0.249602912,0.245412916,0.293505255
Aluminium Cone,-0.07548198,-0.004357009,-0.023712319,0.046382964,0.036408707,0.028407664,0.023172976,0.066618613,0.137855108,0.244784348,0.247972745,0.293501222
Aluminium Cone,-0.07710219,-0.00542384,-0.022203141,0.046894965,0.035475936,0.028250616,0.022303542,0.072593369,0.136416778,0.238500686,0.245232763,0.287737079
Aluminium Cone,-0.078427671,-0.006256542,-0.020556469,0.047706384,0.034750711,0.028442671,0.020939934,0.085447374,0.14059408,0.232090886,0.247330281,0.280083091
Aluminium Cone,-0.080072498,-0.007722023,-0.019477435,0.047738114,0.033924929,0.028589459,0.021204815,0.088409718,0.134414339,0.23119634,0.246493127,0.277750434
Aluminium Cone,-0.080771287,-0.008558089,-0.017835232,0.048457006,0.033061152,0.02880411,0.017924804,0.099745912,0.137067573,0.224820175,0.249134321,0.271711186
Aluminium Cone,-0.081941835,-0.0098795,-0.016812359,0.048458144,0.032421368,0.029260917,0.016587725,0.103496845,0.131014244,0.224499521,0.250890714,0.27107154
Aluminium Cone,-0.082468845,-0.010995115,-0.015583527,0.048598157,0.031611181,0.029539048,0.015760965,0.10612826,0.127175573,0.223527722,0.252523398,0.26689443
Aluminium Cone,-0.082967623,-0.012394183,-0.014432498,0.04875327,0.030951766,0.0301404,0.016009995,0.113578457,0.124805186,0.219146943,0.255143069,0.262032173
Aluminium Cone,-0.082883186,-0.013445921,-0.012989314,0.048890812,0.03029235,0.03066546,0.016426726,0.121044591,0.119829441,0.220666311,0.259646906,0.258401215
Aluminium Cone,-0.082337934,-0.014384327,-0.011373703,0.049162187,0.029820009,0.03129166,0.01409137,0.130571498,0.118790567,0.220302514,0.262326505,0.254422654
Aluminium Cone,-0.082170981,-0.015719196,-0.010352759,0.048949708,0.029378221,0.032060001,0.017771159,0.132186886,0.110603917,0.22118666,0.266742207,0.2517698
Aluminium Cone,-0.081462011,-0.017040792,-0.009233878,0.048732497,0.028931062,0.03272241,0.015930266,0.136169351,0.104084149,0.219479163,0.26957399,0.249419722
Aluminium Cone,-0.080842972,-0.018424341,-0.008141744,0.048411365,0.028731257,0.03371231,0.019792031,0.137735876,0.096969054,0.221533949,0.272030299,0.245951941
Aluminium Cone,-0.07966159,-0.019675543,-0.006965118,0.048087987,0.028579156,0.034622055,0.019685739,0.138474769,0.088323142,0.228162195,0.279257518,0.247416112
Aluminium Cone,-0.078240409,-0.021116882,-0.00577266,0.047691602,0.02849583,0.035352104,0.021046808,0.140862299,0.081942787,0.230628202,0.283055497,0.246509617
Aluminium Cone,-0.076484303,-0.022591048,-0.005140681,0.04671645,0.028178643,0.035837701,0.021541524,0.134134076,0.073053457,0.244742891,0.291024649,0.250643468
Aluminium Cone,-0.07474726,-0.024064548,-0.004025277,0.046215632,0.028255871,0.036632663,0.02527892,0.136204871,0.067237665,0.248427608,0.293139698,0.249652658
Aluminium Cone,-0.073114111,-0.025617193,-0.002839303,0.045723393,0.028677522,0.037802007,0.029763428,0.133698533,0.059958028,0.251770021,0.295702533,0.247426333
Aluminium Cone,-0.071099149,-0.0272745,-0.001924122,0.045103365,0.028937964,0.038555341,0.035445502,0.136552174,0.055237695,0.257166994,0.29980286,0.249226606
Aluminium Cone,-0.068997616,-0.029199173,-0.00151194,0.043843119,0.029066695,0.039152409,0.036826402,0.127121546,0.044803063,0.268567843,0.307138769,0.250454956
Aluminium Cone,-0.066482554,-0.030790613,-0.00030127,0.043339045,0.029585228,0.039777691,0.042367258,0.128454848,0.041680564,0.270872966,0.309199404,0.252568619
Aluminium Cone,-0.064477376,-0.032815274,3.44923E-05,0.042227788,0.030167073,0.040586684,0.043613133,0.116998753,0.027387716,0.277050482,0.311484439,0.248767131
Aluminium Cone,-0.061827957,-0.034475795,0.001205975,0.04167822,0.030998863,0.041191367,0.05352294,0.120562824,0.032934261,0.283552939,0.313676907,0.255890454
Aluminium Cone,-0.059629425,-0.036767537,0.001102532,0.040260345,0.031388134,0.04148147,0.055518476,0.108801446,0.021520032,0.29191625,0.315684581,0.253068594
Aluminium Cone,-0.056860392,-0.038747002,0.002058987,0.03968829,0.032389277,0.042024661,0.063136529,0.108540028,0.020784556,0.293119775,0.316524919,0.25802013
Aluminium Cone,-0.054794798,-0.041078869,0.001952061,0.038359483,0.033049842,0.042377225,0.067069688,0.099613973,0.014521252,0.300891114,0.317213789,0.255140724
Aluminium Cone,-0.051998521,-0.04316116,0.002669569,0.037674763,0.034123133,0.042646797,0.075395238,0.096651921,0.016797173,0.305166768,0.316611429,0.261213599
Aluminium Cone,-0.049668953,-0.045742823,0.00261486,0.036602012,0.034999741,0.042833545,0.081150423,0.090138302,0.013756282,0.310797519,0.31240847,0.259221932
Structural Steel Sphere,-0.037695698,-0.037690688,-0.037698313,-0.510935747,-0.510926697,-0.510925127,-0.423613414,-0.42366969,-0.423743555,-0.247029596,-0.246989472,-0.24688361
Structural Steel Cube,-0.142293332,-0.142295469,-0.142288321,0.823648495,0.823649641,0.823598033,-0.230010133,-0.230031453,-0.229816312,1.125014199,1.125060545,1.12351501
Structural Steel Cube,-0.127254293,-0.150410855,-0.138874431,0.799731772,0.836017721,0.818279565,-0.123294825,-0.297644282,-0.202827345,1.015169161,1.18044296,1.100239867
Structural Steel Cube,-0.105948541,-0.151297982,-0.128463357,0.764093274,0.837365357,0.801881165,-0.013788082,-0.305057958,-0.129555628,0.848493791,1.186337291,1.027503925
Structural Steel Cube,-0.079336906,-0.144979292,-0.111545017,0.716459992,0.82770609,0.774074332,0.062916306,-0.249525101,-0.034685027,0.627294548,1.143213479,0.901984519
Structural Steel Cube,-0.048496114,-0.131655063,-0.088776814,0.657102247,0.806838143,0.734583276,0.082873553,-0.149164249,0.049286589,0.364249638,1.047992546,0.72280341
Structural Steel Cube,-0.01480075,-0.111901393,-0.061151933,0.586991881,0.774349619,0.683342516,0.042286296,-0.036430786,0.093230319,0.083627893,0.896700551,0.495960327
Structural Steel Cube,0.020215848,-0.086604701,-0.029916539,0.508134274,0.729916253,0.62087439,-0.039760514,0.052165969,0.081597389,-0.182074005,0.689569018,0.237400405
Structural Steel Cube,0.05506302,-0.056765613,0.0036141,0.423656623,0.673645168,0.548549096,-0.128610457,0.088465476,0.018609128,-0.399075196,0.436288857,-0.026916797
Structural Steel Cube,0.088165672,-0.023715991,0.037928905,0.337712001,0.606286493,0.468725173,-0.18626379,0.062713652,-0.072693991,-0.542113605,0.157991107,-0.265671427
Structural Steel Cube,0.118041155,0.011085117,0.071500007,0.255228463,0.529563026,0.384838848,-0.186964018,-0.011920355,-0.158199213,-0.602421442,-0.114513259,-0.449809422
Structural Steel Cube,0.143346906,0.046049849,0.102799815,0.181601846,0.446273926,0.301269327,-0.127701256,-0.10339042,-0.205159921,-0.591142106,-0.347246202,-0.560899314
Structural Steel Cube,0.163075503,0.079721507,0.130528377,0.121854368,0.360336814,0.222956718,-0.031902514,-0.173683938,-0.197433286,-0.536288515,-0.511553557,-0.596849916
Structural Steel Cube,0.17634306,0.110553338,0.153453753,0.080483809,0.276498025,0.15508081,0.062132601,-0.191996628,-0.139540124,-0.474295827,-0.593805727,-0.573814787
Structural Steel Cube,0.182583911,0.137190998,0.170575794,0.060664474,0.199998783,0.102444887,0.115541925,-0.148900105,-0.05729556,-0.437646956,-0.599669949,-0.521037998
Structural Steel Cube,0.181550677,0.158485712,0.181195426,0.063967288,0.136099023,0.068980164,0.106075252,-0.060394547,0.013362447,-0.444109151,-0.553320463,-0.471558145
Structural Steel Cube,0.173279964,0.173520747,0.184860215,0.090129501,0.089474072,0.057271894,0.037702556,0.037807853,0.041630924,-0.490607144,-0.489897892,-0.451322267
Structural Steel Cube,0.158125336,0.181666443,0.18142479,0.137088896,0.063684227,0.068229716,-0.061048003,0.105140078,0.015177105,-0.554215458,-0.444021425,-0.470273714
Structural Steel Cube,0.136721776,0.182577284,0.171027632,0.201263136,0.060764756,0.100999702,-0.149428566,0.113476132,-0.054466685,-0.600148978,-0.438293287,-0.519104246
Structural Steel Cube,0.109987101,0.176216865,0.154104521,0.277955708,0.080946068,0.153052529,-0.191876841,0.05931544,-0.136916827,-0.593275751,-0.475432098,-0.572296262
Structural Steel Cube,0.079080412,0.162844442,0.13135626,0.36190298,0.122624821,0.220493751,-0.172729022,-0.034796198,-0.196192304,-0.509682875,-0.537424622,-0.596854674
Structural Steel Cube,0.045356296,0.143020541,0.103761375,0.447857892,0.182602768,0.298538078,-0.101936567,-0.129882567,-0.205907268,-0.343970617,-0.591680108,-0.563230952
Structural Steel Cube,0.010370917,0.117645181,0.072566055,0.531100184,0.256387485,0.382016675,-0.010532392,-0.187951985,-0.160719921,-0.110083419,-0.601865454,-0.454723257
Structural Steel Cube,-0.024436092,0.087713658,0.039039159,0.607707129,0.338931596,0.465966508,0.063440736,-0.18598658,-0.076057185,0.163077823,-0.540199272,-0.272794378
Structural Steel Cube,-0.057458941,0.054587391,0.004724601,0.67491389,0.424853895,0.545993825,0.087988323,-0.12744235,0.015564136,0.44148122,-0.395964842,-0.035411312
Structural Steel Cube,-0.087245572,0.019738363,-0.028854714,0.731006734,0.509238147,0.618617261,0.050397988,-0.038314651,0.07994977,0.694355999,-0.178191639,0.228552076
Structural Steel Cube,-0.112467546,-0.015249095,-0.060185527,0.77525211,0.587945679,0.681440366,-0.039236045,0.043330034,0.093496922,0.900792367,0.087776099,0.487798549
Structural Steel Cube,-0.13212553,-0.048892013,-0.087944208,0.807550704,0.657872851,0.733070693,-0.152440911,0.083144121,0.051287786,1.051241109,0.368072475,0.716020159
