Shape,1k Real 1,1k Real 2,1k Real 3,1k Img 1,1k Img 2,1k Img 3,2k Real 1,2k Real 2,2k Real 3,2k Img 1,2k Img 2,2k Img 3
Aluminium Cylinder,0.17359289,0.150438169,0.13533103,-0.722797738,-0.720097573,-0.717735896,-0.90249889,-0.866309268,-0.843622536,-0.203751585,-0.206565741,-0.210989891
Aluminium Cylinder,0.174386554,0.148151781,0.13684536,-0.722876643,-0.719767392,-0.717993583,-0.903725871,-0.862885144,-0.845815151,-0.203743964,-0.207223062,-0.21060828
Aluminium Cylinder,0.174970591,0.145925588,0.138544572,-0.722913193,-0.719430841,-0.718267415,-0.904318138,-0.859265826,-0.84821336,-0.203736248,-0.207547762,-0.209871562
Aluminium Cylinder,0.17528807,0.14374758,0.140379291,-0.722945282,-0.719096501,-0.718565454,-0.904859562,-0.856032629,-0.850929869,-0.203743857,-0.208196921,-0.209255076
Aluminium Cylinder,0.175372557,0.14168877,0.142360481,-0.722953404,-0.718774858,-0.718882071,-0.905047832,-0.852977286,-0.853820239,-0.203748994,-0.208869847,-0.208624206
Aluminium Cylinder,0.175191972,0.139738244,0.144449203,-0.722957127,-0.718477645,-0.719222355,-0.905067202,-0.850319358,-0.857048527,-0.203852326,-0.209704514,-0.208056995
Aluminium Cylinder,0.174786358,0.137973344,0.146659579,-0.722834267,-0.718110773,-0.719486461,-0.905008623,-0.847652426,-0.86045345,-0.203646072,-0.210336665,-0.207350203
Aluminium Cylinder,0.17414023,0.136338032,0.148920114,-0.722781295,-0.717844522,-0.719820527,-0.903898913,-0.845338849,-0.863884145,-0.203796697,-0.210844039,-0.20682404
Aluminium Cylinder,0.173281641,0.134901874,0.151231439,-0.722717779,-0.717604251,-0.720160641,-0.902579621,-0.843249808,-0.867585076,-0.20353396,-0.21127619,-0.206172697
Aluminium Cylinder,0.172190732,0.133629027,0.153536133,-0.722724799,-0.717503791,-0.720582467,-0.899549043,-0.840826773,-0.870112564,-0.202410327,-0.210747351,-0.204461068
Aluminium Cylinder,0.170899932,0.132631192,0.155879515,-0.722493601,-0.717212205,-0.72078731,-0.898774544,-0.840014921,-0.87485387,-0.203437445,-0.212329981,-0.205425966
Aluminium Cylinder,0.169405408,0.131826098,0.158167844,-0.722327939,-0.717057848,-0.721070772,-0.896162534,-0.838642522,-0.878144027,-0.203742995,-0.212599229,-0.204976379
Aluminium Cylinder,0.167737788,0.13126605,0.160407207,-0.722145402,-0.716941649,-0.721328005,-0.893607677,-0.837906349,-0.881813962,-0.203689964,-0.212928894,-0.204678882
Aluminium Cylinder,0.165917212,0.130925486,0.162550507,-0.722033896,-0.716950715,-0.721647304,-0.890164505,-0.837127842,-0.884817658,-0.204117923,-0.212923019,-0.204321795
Aluminium Cylinder,0.163958475,0.130850182,0.164612857,-0.721804753,-0.716930276,-0.721865862,-0.886841477,-0.837144451,-0.887852193,-0.203999595,-0.212760558,-0.203868224
Aluminium Cylinder,0.161866365,0.131011924,0.166533464,-0.721562409,-0.716960728,-0.722075828,-0.883545006,-0.837405644,-0.890940601,-0.204321389,-0.212703852,-0.203647256
Aluminium Cylinder,0.159685433,0.131426045,0.168319083,-0.721303789,-0.717033851,-0.722259353,-0.880187066,-0.837994878,-0.893828617,-0.204661509,-0.21253235,-0.203555283
Aluminium Cylinder,0.15741567,0.132062184,0.169922853,-0.721037763,-0.717160935,-0.722442003,-0.876907784,-0.838787304,-0.896648375,-0.205259181,-0.212379387,-0.203745619
Aluminium Cylinder,0.155102472,0.132933407,0.171335579,-0.720735489,-0.717315008,-0.722575991,-0.873314794,-0.840117647,-0.898840619,-0.205606111,-0.211929357,-0.20358556
Aluminium Cylinder,0.152777447,0.134040968,0.172575087,-0.720357655,-0.717443809,-0.722641739,-0.869980633,-0.841835222,-0.901277954,-0.206156741,-0.211676932,-0.203706588
Aluminium Cylinder,0.150466378,0.135362454,0.173599982,-0.720049945,-0.717694276,-0.722751429,-0.866292814,-0.8434568,-0.903050331,-0.206377962,-0.211027279,-0.203609656
Aluminium Cylinder,0.148163965,0.13686275,0.174388934,-0.719718016,-0.717943697,-0.722823891,-0.862803808,-0.845960713,-0.904142874,-0.206876474,-0.210382035,-0.203547107
Aluminium Cylinder,0.145912095,0.138526448,0.174952238,-0.719508355,-0.718351726,-0.722977215,-0.858679111,-0.847742071,-0.903625731,-0.206585021,-0.208868068,-0.202067841
Aluminium Cylinder,0.14373203,0.14036118,0.175267483,-0.719171928,-0.718641386,-0.722998887,-0.855529281,-0.850404241,-0.904160807,-0.207113572,-0.208088637,-0.201923981
Aluminium Cylinder,0.141699536,0.142368966,0.175379803,-0.718835006,-0.718940115,-0.722999213,-0.852726019,-0.853654556,-0.905254887,-0.2073332,-0.207005997,-0.201543302
Aluminium Cylinder,0.139738945,0.144439254,0.175192814,-0.718551204,-0.719301803,-0.723002334,-0.84964425,-0.856398518,-0.903913529,-0.208539149,-0.206864092,-0.202075364
Aluminium Cylinder,0.137953235,0.146653865,0.174787768,-0.718247263,-0.719617643,-0.722959688,-0.84706103,-0.859675191,-0.903380931,-0.209102027,-0.206322115,-0.202087863
Aluminium Cylinder,0.136343187,0.148930138,0.174158138,-0.717859856,-0.719834431,-0.722801387,-0.845208151,-0.863835941,-0.903701767,-0.210687637,-0.206531058,-0.203423826
Aluminium Cylinder,0.134899891,0.151229816,0.173283979,-0.717614762,-0.720163106,-0.722730619,-0.843115389,-0.867308821,-0.902581103,-0.211296265,-0.206084256,-0.203502913
Aluminium Cylinder,0.133653159,0.153552164,0.172191685,-0.717379926,-0.720465697,-0.72261049,-0.841321662,-0.870988594,-0.900706668,-0.212053796,-0.205743425,-0.203631293
Aluminium Cylinder,0.132612182,0.15587473,0.170885551,-0.717262167,-0.720833513,-0.7225375,-0.839745858,-0.874340286,-0.89830884,-0.212143933,-0.205333995,-0.203599908
Aluminium Cylinder,0.131808339,0.158168686,0.169389098,-0.717124181,-0.721136385,-0.722399257,-0.838607173,-0.877882287,-0.895778669,-0.21259108,-0.205102984,-0.203915455
Aluminium Cylinder,0.131250231,0.160414755,0.16773311,-0.717008596,-0.721397636,-0.722208818,-0.837713953,-0.881054486,-0.893120624,-0.212730711,-0.204392534,-0.203745699
Aluminium Cylinder,0.130931726,0.162572205,0.165909321,-0.716942361,-0.7216479,-0.722006433,-0.837229975,-0.884411589,-0.890115494,-0.212837443,-0.20424492,-0.203946266
Aluminium Cylinder,0.130853585,0.164632212,0.163942844,-0.716933697,-0.721881302,-0.721796206,-0.837093284,-0.887617987,-0.887056023,-0.212912734,-0.203898702,-0.204113619
Aluminium Cylinder,0.131001395,0.166536275,0.161842606,-0.716966589,-0.722098126,-0.721565696,-0.83737813,-0.891046228,-0.883802731,-0.212791048,-0.204176004,-0.204645929
Aluminium Cylinder,0.131421393,0.168314533,0.159674388,-0.716975481,-0.722205349,-0.721240326,-0.837824251,-0.894324551,-0.880629723,-0.21281588,-0.203784365,-0.204734883
Aluminium Cylinder,0.132069739,0.169921947,0.157414347,-0.717096865,-0.72237793,-0.720972156,-0.838852087,-0.896882875,-0.877164308,-0.212580694,-0.203655681,-0.205076907
Aluminium Cylinder,0.132944699,0.171352717,0.155108914,-0.717269832,-0.722531714,-0.720683515,-0.84020601,-0.899457612,-0.873815684,-0.212084615,-0.203472283,-0.205562102
Aluminium Cylinder,0.134020086,0.172577772,0.152768426,-0.717569679,-0.722758824,-0.720479867,-0.8413706,-0.899999252,-0.869318038,-0.210485421,-0.202155505,-0.205016684
Aluminium Cylinder,0.13535326,0.173592939,0.150458251,-0.717691654,-0.722749464,-0.7200515,-0.843732286,-0.903083434,-0.866590035,-0.211053996,-0.203412778,-0.206495331
Aluminium Cylinder,0.136851681,0.174374195,0.148156972,-0.717935095,-0.722804224,-0.719713471,-0.845846761,-0.904288502,-0.863019398,-0.210633029,-0.203722768,-0.207141933
Aluminium Cylinder,0.13853744,0.17493704,0.145916711,-0.718210377,-0.722845089,-0.719372515,-0.848352457,-0.905304385,-0.859529732,-0.210057174,-0.203696613,-0.20794087
Aluminium Cylinder,0.140369644,0.175272784,0.143744219,-0.718578856,-0.722956264,-0.719108825,-0.850991648,-0.905225065,-0.856254453,-0.209420839,-0.203788506,-0.208424228
Aluminium Cylinder,0.142362622,0.175368967,0.141690623,-0.718881982,-0.722953806,-0.718775761,-0.8537918,-0.905059844,-0.852986388,-0.208620534,-0.203762337,-0.208886764
Aluminium Cylinder,0.144457019,0.175205548,0.139750197,-0.719205466,-0.722937623,-0.718458174,-0.856926498,-0.904817178,-0.850110355,-0.207980336,-0.203752057,-0.209509028
Aluminium Cylinder,0.146656481,0.174805714,0.137960943,-0.7195367,-0.722899342,-0.718166169,-0.860232763,-0.904192475,-0.847507201,-0.207348019,-0.203757153,-0.210132488
Aluminium Cylinder,0.148906275,0.174148023,0.136320069,-0.719879966,-0.722854754,-0.717901295,-0.863749501,-0.903465379,-0.845304344,-0.206855648,-0.203861752,-0.21084206
Aluminium Cylinder,0.151209208,0.173282516,0.13487577,-0.720207715,-0.722768849,-0.717654782,-0.8671773,-0.902085982,-0.84317345,-0.206117277,-0.203818099,-0.211352593
Aluminium Cylinder,0.153553395,0.172182241,0.133648347,-0.720469774,-0.722604677,-0.717383237,-0.870983558,-0.900700167,-0.841377943,-0.20573238,-0.203912373,-0.211836095
Aluminium Cylinder,0.155888511,0.170906041,0.132637937,-0.720788685,-0.722493417,-0.717218832,-0.874573429,-0.898549206,-0.839722957,-0.205035851,-0.203437529,-0.212144648
Aluminium Cylinder,0.158179681,0.169415341,0.131836443,-0.72108628,-0.722346735,-0.717070145,-0.878078221,-0.896064422,-0.838620653,-0.204702037,-0.203558198,-0.212379872
Aluminium Cylinder,0.160388237,0.167746189,0.13123643,-0.721463031,-0.722294346,-0.717088968,-0.880395502,-0.892182502,-0.837271651,-0.202939506,-0.202665011,-0.21154791
Aluminium Cylinder,0.162552964,0.165917193,0.130913647,-0.721715718,-0.722104528,-0.717028066,-0.883891767,-0.889411835,-0.83679425,-0.202682118,-0.202736148,-0.211772834
Aluminium Cone,-0.047524592,-0.048148519,0.002199586,0.035431836,0.03566588,0.042759338,0.084042281,0.082041879,0.011191601,0.313550547,0.313961488,0.258177254
Aluminium Cone,-0.075878756,-0.076779751,-0.012202941,0.043211429,0.043543545,0.04014739,0.043842849,0.041282584,0.044989755,0.29461697,0.294554877,0.257319227
Aluminium Cone,-0.113017844,-0.114352543,-0.031937932,0.05229304,0.052588768,0.0409814,0.012441225,0.011181232,0.047538093,0.247199704,0.245698956,0.264525037
Aluminium Cone,-0.159515388,-0.161129481,-0.057830547,0.061291255,0.061736092,0.04449598,0.013709042,0.016825792,0.028763544,0.187931336,0.184045572,0.253542164
Aluminium Cone,-0.215283979,-0.21710633,-0.091328013,0.068892539,0.069380225,0.050245475,0.051736407,0.056112161,0.012731981,0.133444408,0.131527977,0.205766737
Aluminium Cone,-0.278881693,-0.281270354,-0.133285999,0.074362863,0.074812225,0.057059937,0.103043272,0.109475659,0.019893498,0.109119982,0.102739662,0.134059163
Aluminium Cone,-0.348903522,-0.351197335,-0.184250147,0.076343294,0.07620558,0.06273145,0.143936543,0.1469337,0.068281915,0.098900154,0.099904212,0.064768774
Aluminium Cone,-0.422271595,-0.425003579,-0.243972829,0.073656104,0.073686077,0.065410797,0.148269475,0.154392681,0.153673542,0.087605926,0.082381928,0.017134608
Aluminium Cone,-0.496288424,-0.498978696,-0.310787769,0.067430146,0.067412551,0.064389786,0.121393997,0.127306947,0.238158457,0.024383639,0.022243171,0.008327904
Aluminium Cone,-0.567701442,-0.570181916,-0.381999385,0.060305672,0.060884444,0.060977682,0.089359939,0.097066891,0.297234729,-0.110087007,-0.113177819,0.022084674
Aluminium Cone,-0.633579662,-0.635471273,-0.456482263,0.053013362,0.053063658,0.054703838,0.068755896,0.070622912,0.300345281,-0.316015668,-0.325175981,-0.002528753
Aluminium Cone,-0.689042923,-0.690765925,-0.529476667,0.045671542,0.045113364,0.044540907,0.088867101,0.09697464,0.276343751,-0.573995903,-0.581715519,-0.061650847
Aluminium Cone,-0.731938761,-0.733266921,-0.598272257,0.039539333,0.039481429,0.03209686,0.150642231,0.158167836,0.237833812,-0.830739675,-0.836500657,-0.187716013
Aluminium Cone,-0.759140707,-0.760000992,-0.659445496,0.037894609,0.037233986,0.019298337,0.218781753,0.217240372,0.207859409,-1.025838959,-1.035271418,-0.393683168
Aluminium Cone,-0.769349048,-0.769396072,-0.710574766,0.042166189,0.042502987,0.009770269,0.240306467,0.246317637,0.212515345,-1.117049304,-1.116528068,-0.653272785
Aluminium Cone,-0.759288265,-0.758672627,-0.746779193,0.054630091,0.054762722,0.002957476,0.192134902,0.189707755,0.257528079,-1.079978379,-1.074754068,-0.890555768
Aluminium Cone,-0.729409623,-0.728225791,-0.766462441,0.076808216,0.077099609,0.001213501,0.051148633,0.047657304,0.297110876,-0.928790479,-0.919857193,-1.058524802
Aluminium Cone,-0.680649656,-0.678872808,-0.767594946,0.111500427,0.112265962,0.007425547,-0.154035484,-0.162309439,0.296448426,-0.712333346,-0.703121554,-1.099816796
Aluminium Cone,-0.614895765,-0.612406891,-0.748589581,0.160839548,0.162169907,0.022128563,-0.358203624,-0.36550323,0.209720731,-0.493249592,-0.487138707,-1.01472916
Aluminium Cone,-0.535561465,-0.532826028,-0.709858976,0.227332282,0.229084558,0.04909601,-0.479750581,-0.483121225,0.036957257,-0.324752692,-0.320473451,-0.831449999
Aluminium Cone,-0.447885678,-0.444919787,-0.65207308,0.311518772,0.313943021,0.0898638,-0.463586435,-0.461183328,-0.199128253,-0.232739877,-0.233009572,-0.595081777
Aluminium Cone,-0.356242839,-0.353228912,-0.578725605,0.413399357,0.416351381,0.147301092,-0.297476024,-0.291190315,-0.416515364,-0.190286696,-0.19762949,-0.385551455
Aluminium Cone,-0.267640082,-0.264314965,-0.493378358,0.531300247,0.534592466,0.222822594,-0.047651549,-0.040504329,-0.545013676,-0.167270317,-0.178504945,-0.248853223
Aluminium Cone,-0.184838876,-0.181800143,-0.401410806,0.659894449,0.663830072,0.317908875,0.168071098,0.169108328,-0.52120225,-0.12465199,-0.132910698,-0.198911999
Aluminium Cone,-0.112070347,-0.109034653,-0.308315546,0.791624906,0.795709044,0.431133132,0.219410498,0.219670927,-0.359102227,-0.0461193,-0.048929178,-0.199760252
Aluminium Cone,-0.055028012,-0.05246054,-0.220611977,0.922826997,0.926991454,0.561697725,0.034141395,0.02263065,-0.13500701,0.053479814,0.045986284,-0.206530768
Aluminium Cone,-0.006167941,-0.004791821,-0.139672483,1.034464867,1.038306175,0.699852811,-0.363450045,-0.381907578,0.01979808,0.141814143,0.142360809,-0.164019821
Aluminium Cone,0.026083502,0.026437525,-0.071980623,1.126334788,1.129637814,0.842820677,-0.865658047,-0.887173258,-0.017531845,0.19348683,0.195339374,-0.077311743
Aluminium Cone,0.047705004,0.047892329,-0.015937871,1.183128243,1.18535875,0.976889493,-1.290975799,-1.310041624,-0.311725851,0.21614395,0.218248319,0.042559869
Aluminium Cone,0.054414951,0.054519056,0.023302797,1.20538543,1.206522435,1.096028834,-1.488873607,-1.497108768,-0.814155739,0.222450172,0.221203722,0.138422397
Aluminium Cone,0.046740836,0.047680021,0.046752469,1.191153448,1.191038019,1.191153525,-1.379016927,-1.373003024,-1.377856695,0.195515834,0.194477243,0.194166792
Aluminium Cone,0.033076794,0.032994692,0.064401369,1.133106008,1.132014069,1.245089797,-1.008045052,-0.999879283,-1.801063123,0.17224812,0.168180519,0.230372053
Aluminium Cone,0.001978123,0.002564201,0.067164729,1.046195305,1.044111986,1.262685745,-0.529667874,-0.517410959,-1.933186539,0.112558046,0.101619457,0.233157535
Aluminium Cone,-0.038782328,-0.039511247,0.062421092,0.932061417,0.929345221,1.235193536,-0.110657491,-0.104880943,-1.723902773,0.023690181,0.017386947,0.226343073
Aluminium Cone,-0.097129558,-0.097750691,0.043891604,0.804422658,0.801253325,1.170148683,0.109194283,0.107253283,-1.252522232,-0.072486124,-0.078618276,0.190956819
Aluminium Cone,-0.167919861,-0.169737252,0.012243628,0.671613663,0.668489676,1.072767664,0.098689492,0.090316179,-0.691516855,-0.1523565,-0.149308451,0.11331669
Aluminium Cone,-0.249344514,-0.250879017,-0.03035138,0.540635443,0.537809128,0.947580486,-0.080897194,-0.093004948,-0.226749836,-0.188210789,-0.183006617,0.010619235
Aluminium Cone,-0.337282073,-0.339243864,-0.086242058,0.420744915,0.417872118,0.80992312,-0.31408264,-0.32324919,0.014195096,-0.197870072,-0.193612651,-0.103791757
Aluminium Cone,-0.429671117,-0.431643721,-0.157534477,0.31617592,0.313483443,0.667067395,-0.478018782,-0.479052362,0.000437867,-0.219489253,-0.216459601,-0.177328253
Aluminium Cone,-0.519369731,-0.521029115,-0.240177972,0.229126931,0.227296143,0.52969358,-0.504330572,-0.500654926,-0.18325385,-0.300195715,-0.298306597,-0.208912144
Aluminium Cone,-0.600664799,-0.602274541,-0.330889668,0.161036547,0.159040518,0.404572503,-0.38542505,-0.382695684,-0.404901573,-0.454104152,-0.456514952,-0.202516459
Aluminium Cone,-0.669941443,-0.67101203,-0.423409431,0.109188038,0.107678345,0.29415125,-0.180706343,-0.172549512,-0.536692522,-0.668346211,-0.673488133,-0.204160347
Aluminium Cone,-0.721888552,-0.722716058,-0.514302567,0.073138322,0.071887187,0.20400398,0.030246317,0.036913955,-0.524983799,-0.89007069,-0.898390284,-0.273825772
Aluminium Cone,-0.755275676,-0.755513261,-0.597177448,0.049878063,0.048687363,0.132565879,0.185810215,0.187796486,-0.371131177,-1.058010354,-1.062184062,-0.428898942
Aluminium Cone,-0.768992296,-0.768486817,-0.667378059,0.037465288,0.036306493,0.078764422,0.251275951,0.253269484,-0.144536346,-1.11501344,-1.114891031,-0.648872762
Aluminium Cone,-0.762330189,-0.761504965,-0.720428623,0.03288212,0.031490701,0.041571062,0.238398469,0.233957348,0.081374981,-1.043329404,-1.043205312,-0.875988452
Aluminium Cone,-0.737909501,-0.736793911,-0.755127413,0.034645063,0.033499686,0.01772615,0.172735851,0.167641997,0.237601422,-0.863608181,-0.857255194,-1.050636872
Aluminium Cone,-0.696953296,-0.695638077,-0.769002645,0.039887779,0.039031776,0.004670469,0.114683734,0.11267189,0.302401109,-0.614094063,-0.605278406,-1.105122256
Aluminium Cone,-0.642824492,-0.641658372,-0.763223364,0.047810226,0.047224446,0.000452731,0.091801662,0.092071409,0.294530787,-0.355477379,-0.344989624,-1.022463427
Aluminium Cone,-0.578925759,-0.577278701,-0.739442446,0.058155469,0.056526164,0.003799983,0.102820283,0.099774267,0.246685543,-0.137667502,-0.131361259,-0.838272068
Aluminium Cone,-0.50839061,-0.506593468,-0.69977536,0.066129501,0.065766226,0.011841165,0.133855736,0.136374019,0.210940174,0.007334443,0.007148739,-0.590995449
Aluminium Cone,-0.434243804,-0.432699215,-0.646239311,0.071857395,0.070878666,0.021965228,0.157524888,0.162055018,0.208321925,0.073678703,0.075932295,-0.343145099
Aluminium Cone,-0.360077297,-0.358549248,-0.582938901,0.075777581,0.075070234,0.03541124,0.154487962,0.15722195,0.241787719,0.090470309,0.091891056,-0.156992823
Aluminium Cone,-0.28931417,-0.287876624,-0.512530806,0.074507452,0.074386062,0.046858645,0.121074059,0.121862022,0.293036755,0.102438306,0.100269308,-0.028356717
Aluminium Cone,-0.224284438,-0.223026151,-0.438828266,0.070345662,0.069840128,0.056681164,0.065141191,0.063765479,0.307614475,0.123712843,0.123119855,0.006099731
Aluminium Cone,-0.167165378,-0.166107506,-0.365227838,0.062921256,0.06259164,0.0631731,0.021216494,0.019965284,0.280020324,0.171865079,0.173361505,-0.00175575
Aluminium Cone,-0.118867566,-0.117929633,-0.294164395,0.053733282,0.05353393,0.066227847,0.006601205,0.006665945,0.216838817,0.237252652,0.239291437,0.002159687
Aluminium Cone,-0.08020824,-0.079644528,-0.229213464,0.044401359,0.044409228,0.065266842,0.031354081,0.032966416,0.128735385,0.292098108,0.292000644,0.022362546
Aluminium Cone,-0.050677898,-0.050114284,-0.171826048,0.036556411,0.036504029,0.061266025,0.080304991,0.08092684,0.057832455,0.308988015,0.310135189,0.076293961
Aluminium Cone,-0.028697822,-0.028444639,-0.122783128,0.031455242,0.031588077,0.055333874,0.112652546,0.1138773,0.01571338,0.296191261,0.296949751,0.154633835
Aluminium Cone,-0.013355493,-0.01297217,-0.082819945,0.030339677,0.030753896,0.048864568,0.120676332,0.119351532,0.013523661,0.260158139,0.259480563,0.221415661
Aluminium Cone,-0.002829555,-0.002385313,-0.051564289,0.033970058,0.034242608,0.04316719,0.08474136,0.081793762,0.033933623,0.222205362,0.222166761,0.25405423
Aluminium Cone,0.005659819,0.006049061,-0.027092269,0.04222084,0.042898928,0.040478762,0.039316441,0.037759038,0.049748421,0.204675207,0.208287978,0.260694044
Aluminium Cone,0.011764483,0.012553551,-0.008607598,0.055278346,0.055845479,0.04031373,-0.018399389,-0.02079417,0.037521304,0.208539895,0.210899672,0.254821773
Aluminium Cone,0.01722515,0.017845879,0.00547272,0.072617732,0.073132618,0.043725761,-0.064873989,-0.066631202,0.004504281,0.218287126,0.221446038,0.259881002
Aluminium Cone,0.023232415,0.023872779,0.016961464,0.093718897,0.094513661,0.051313669,-0.101887901,-0.101300571,-0.045111258,0.210253043,0.215292876,0.280391196
Aluminium Cone,0.029615634,0.030934141,0.026695819,0.11919536,0.119917974,0.06321525,-0.137271769,-0.138265532,-0.088384141,0.172377167,0.174733179,0.319728782
Aluminium Cone,0.037552993,0.038774832,0.036490975,0.147035397,0.147460384,0.07789712,-0.18281058,-0.186487724,-0.094573662,0.108688736,0.110328676,0.355185659
Aluminium Cone,0.04639401,0.047895342,0.045743187,0.177746458,0.177752979,0.096621329,-0.259238386,-0.259624033,-0.109393687,0.016434833,0.017018166,0.36452714
Aluminium Cone,0.056609854,0.057880145,0.055061059,0.209407519,0.209865316,0.118095532,-0.350977898,-0.350332964,-0.116268663,-0.077748976,-0.070423868,0.327787739
Aluminium Cone,0.068295021,0.069918045,0.064799664,0.241441012,0.241818671,0.142305922,-0.44357941,-0.446072642,-0.146022001,-0.151885913,-0.147982001,0.241342635
Aluminium Cone,0.083081011,0.084246046,0.076527244,0.270523711,0.270587401,0.169015217,-0.519626439,-0.51946468,-0.213792914,-0.191133148,-0.188615263,0.156583659
Aluminium Cone,0.097112887,0.098695514,0.087936706,0.294777966,0.294183459,0.196567425,-0.55001936,-0.550309745,-0.29768382,-0.192527401,-0.182693555,0.053849263
Aluminium Cone,0.112122773,0.113094109,0.101161241,0.310198523,0.3095599,0.224291735,-0.522322746,-0.51873303,-0.384188047,-0.153287773,-0.147561127,-0.029033872
Aluminium Cone,0.1240958,0.124942279,0.115948584,0.312794624,0.311512746,0.249007948,-0.429602383,-0.423871974,-0.454696744,-0.078255759,-0.072785769,-0.064042483
Aluminium Cone,0.129658733,0.130304394,0.129954871,0.299640514,0.29797507,0.26938457,-0.284976126,-0.275566063,-0.479085673,0.003322163,0.010017073,-0.067250148
Aluminium Cone,0.125027527,0.125134004,0.143525277,0.266708161,0.264662903,0.279867281,-0.103526107,-0.093898749,-0.439089156,0.090392895,0.096867412,-0.01557675
Aluminium Cone,0.105377818,0.104745798,0.153606025,0.212561709,0.209972989,0.277796392,0.06804977,0.074631799,-0.335082305,0.154718902,0.15788255,0.065576416
Aluminium Cone,0.065719151,0.064174823,0.155952111,0.136565953,0.133502663,0.259457459,0.181512209,0.188705645,-0.178904794,0.183604825,0.18233978,0.162739602
Aluminium Cone,0.001900957,-0.000331826,0.145867623,0.039736806,0.036053642,0.221190664,0.202417614,0.203241324,0.005093551,0.172511795,0.17075193,0.250315349
Aluminium Cone,-0.087701964,-0.090897451,0.119321021,-0.074818671,-0.078795425,0.161760962,0.107058704,0.102647156,0.174634373,0.139917383,0.137182547,0.306482711
Aluminium Cone,-0.203228359,-0.207104185,0.070398762,-0.202148765,-0.206616217,0.080724823,-0.077726513,-0.083834338,0.279142224,0.110660101,0.109703562,0.312529366
Aluminium Cone,-0.341083079,-0.345671349,-0.004263007,-0.336752286,-0.341211322,-0.020081791,-0.267551547,-0.271892888,0.27608844,0.109376888,0.109421619,0.272694706
Aluminium Cone,-0.494799253,-0.499919852,-0.105985138,-0.472281303,-0.476732358,-0.138186864,-0.335058161,-0.334941055,0.160412677,0.133478216,0.134135851,0.211962518
Aluminium Cone,-0.655581419,-0.660808865,-0.234249845,-0.601613037,-0.605566284,-0.268120829,-0.167274598,-0.157097933,-0.026557885,0.1585582,0.159640265,0.1591175
Aluminium Cone,-0.811715346,-0.816908133,-0.385141391,-0.71883934,-0.722344153,-0.404571034,0.292343561,0.312675209,-0.177591504,0.146629243,0.145518765,0.134217914
Aluminium Cone,-0.949831001,-0.954686556,-0.550686798,-0.816543124,-0.819850526,-0.539625616,0.990666886,1.01842548,-0.162228583,0.079997588,0.076880168,0.133563715
Aluminium Cone,-1.061161558,-1.064952979,-0.721872068,-0.89096053,-0.893418256,-0.667409219,1.756311131,1.785966914,0.135232423,-0.030370349,-0.035607487,0.130981175
Aluminium Cone,-1.13218617,-1.134909961,-0.884626912,-0.938294387,-0.939964321,-0.780764935,2.370706106,2.394427768,0.751714454,-0.137490157,-0.141886495,0.084275796
Aluminium Cone,-1.160401451,-1.161716187,-1.02904192,-0.955644457,-0.956430143,-0.874517242,2.629733468,2.64231091,1.590495118,-0.190196505,-0.192018249,-0.021459014
Aluminium Cone,-1.139059063,-1.139529451,-1.138852603,-0.943138921,-0.943639096,-0.942907206,2.453210942,2.451413518,2.453957537,-0.160453769,-0.160083912,-0.160138542
Aluminium Cone,-1.071755528,-1.070573787,-1.206386003,-0.901547838,-0.900901236,-0.984751464,1.901195138,1.890594241,3.08264762,-0.066477708,-0.064280468,-0.27637394
Aluminium Cone,-0.964780653,-0.962342235,-1.225401367,-0.831791993,-0.830272604,-0.996782822,1.157579161,1.143554799,3.276542008,0.043733838,0.045456313,-0.314396306
Aluminium Cone,-0.828592632,-0.825166323,-1.1947769,-0.737778144,-0.735743629,-0.978159948,0.445523132,0.435188937,2.970246323,0.122201666,0.120586527,-0.253546577
Aluminium Cone,-0.673446633,-0.669585058,-1.116697171,-0.623914503,-0.621341774,-0.929502148,-0.052107112,-0.057868062,2.266542842,0.146705589,0.145991731,-0.125936698
Aluminium Cone,-0.51239722,-0.508218757,-0.996964107,-0.497030086,-0.49417648,-0.855174725,-0.267221825,-0.265575191,1.387243519,0.134691709,0.135265782,0.011606573
Aluminium Cone,-0.356445835,-0.352476653,-0.848907403,-0.362423667,-0.359414571,-0.755541392,-0.234257415,-0.22784508,0.583273502,0.121268948,0.121210228,0.102774205
Aluminium Cone,-0.215884739,-0.212146801,-0.68330301,-0.228427239,-0.225531513,-0.639921984,-0.062428438,-0.055749748,0.036884515,0.130345242,0.132374506,0.134504731
Aluminium Cone,-0.096627131,-0.093396011,-0.512356681,-0.099641638,-0.097160984,-0.510079136,0.11678057,0.124355622,-0.187816973,0.164940716,0.168016676,0.134494403
Aluminium Cone,-0.003305107,-0.000537463,-0.348923458,0.017118843,0.019148178,-0.37402788,0.220952352,0.223203191,-0.150892265,0.200711488,0.206064038,0.138130095
Aluminium Cone,0.064114182,0.066251513,-0.202423519,0.116587649,0.118275315,-0.238935202,0.208620392,0.208437331,0.020932182,0.218875844,0.221827442,0.17531217
Aluminium Cone,0.106318363,0.108125789,-0.080063458,0.195813857,0.197016765,-0.110126013,0.104889762,0.10048481,0.195897555,0.192395002,0.194110509,0.228933567
Aluminium Cone,0.128275158,0.129582211,0.015462362,0.253314159,0.254083882,0.004482114,-0.065132099,-0.071424793,0.285097232,0.132298928,0.130097867,0.289453866
